player,mat,runs,ball,M,_4s,_6s,strike_rate
44932,298806,68,81,94,4,1,83.95
44111,298806,17,17,25,0,1,100.0
46774,298806,12,10,14,0,0,120.0
44149,298806,3,6,10,0,0,50.0
46538,298806,0,1,3,0,0,0.0
47492,298806,1,2,3,0,0,50.0
45224,298807,15,19,32,3,0,78.94
47270,298807,56,65,106,7,0,86.15
45789,298807,121,133,185,12,1,90.97
44936,298807,18,25,40,1,0,72.0
44932,298807,36,50,71,1,1,72.0
47270,298808,50,37,52,10,0,135.13
45224,298808,39,52,98,3,2,75.0
45789,298808,1,6,6,0,0,16.66
44936,298808,77,86,132,7,0,89.53
44932,298808,44,60,81,4,0,73.33
46774,298808,21,24,44,2,0,87.5
44111,298808,21,23,31,3,0,91.3
45224,298809,102,84,109,13,3,121.42
47270,298809,5,8,11,1,0,62.5
45789,298809,74,70,115,7,0,105.71
46774,298809,10,11,17,1,0,90.9
45224,323949,57,84,123,8,1,67.85
47270,323949,103,118,159,14,1,87.28
43906,323949,9,19,33,1,0,47.36
47270,323950,28,44,78,3,0,63.63
45224,323950,3,14,17,0,0,21.42
43906,323950,16,27,35,2,0,59.25
44936,323950,69,112,144,2,1,61.6
44932,323950,49,93,122,1,0,52.68
45224,323951,10,17,22,1,0,58.82
47270,323951,68,94,137,3,3,72.34
46934,323951,24,54,54,3,0,44.44
44936,323951,40,37,53,7,0,108.1
44932,323951,0,4,5,0,0,0.0
45224,296914,37,44,68,5,1,84.09
47270,296914,21,21,35,2,0,100.0
45789,296914,52,69,77,7,0,75.36
44936,296914,24,35,37,3,0,68.57
44932,296914,18,33,48,0,0,54.54
44111,296914,16,15,11,2,0,106.66
44149,296914,26,32,50,2,0,81.25
46945,296914,23,27,43,2,0,85.18
46569,296914,10,17,23,0,0,58.82
47492,296914,3,2,4,0,0,150.0
46592,296914,2,3,2,0,0,66.66
47270,296915,9,14,25,1,0,64.28
45224,296915,10,15,14,2,0,66.66
45789,296915,6,15,20,1,0,40.0
44936,296915,5,25,39,0,0,20.0
44932,296915,8,3,6,2,0,266.66
44111,296915,10,23,33,1,0,43.47
44149,296915,1,16,22,0,0,6.25
46248,296915,6,13,30,1,0,46.15
46569,296915,13,7,11,3,0,185.71
47492,296915,6,6,11,1,0,100.0
46592,296915,0,1,7,0,0,0.0
43906,296916,46,59,66,6,0,77.96
45224,296916,12,16,26,1,0,75.0
45789,296916,9,25,52,1,0,36.0
44936,296916,12,23,23,1,0,52.17
44932,296916,18,33,61,1,0,54.54
44111,296916,19,27,30,1,0,70.37
46248,296916,16,17,12,0,2,94.11
44149,296916,17,31,39,1,0,54.83
46538,296916,6,10,19,0,0,60.0
47492,296916,5,12,15,0,0,41.66
46592,296916,0,3,3,0,0,0.0
45224,296917,74,75,119,9,0,98.66
43906,296917,34,31,40,8,0,109.67
45789,296917,1,8,12,0,0,12.5
44936,296917,14,34,35,0,0,41.17
44932,296917,20,18,26,2,1,111.11
44111,296917,10,12,24,1,0,83.33
46945,296917,10,12,14,1,0,83.33
44149,296917,2,3,4,0,0,66.66
45224,360800,44,45,63,8,0,97.77
43906,360800,7,7,13,1,0,100.0
45789,360800,71,86,146,5,1,82.55
44936,360800,11,17,32,1,0,64.7
44932,360800,90,88,116,8,0,102.27
46681,360800,19,21,22,2,0,90.47
44111,360800,57,30,50,3,3,190.0
46248,360800,1,7,13,0,0,14.28
44149,360800,6,3,6,1,0,200.0
43906,360801,78,76,93,13,0,102.63
45224,360801,2,6,12,0,0,33.33
45789,360801,92,94,145,8,2,97.87
44936,360801,28,22,29,4,0,127.27
44932,360801,10,19,33,0,0,52.63
43906,350348,35,34,46,6,0,102.94
46681,350348,27,38,61,4,0,71.05
45789,350348,50,73,78,2,0,68.49
44936,350348,35,43,44,3,0,81.39
44932,350348,36,39,60,4,0,92.3
44111,350348,8,11,11,1,0,72.72
46248,350348,31,39,62,2,1,79.48
44149,350348,23,15,17,5,0,153.33
46075,350348,23,7,9,1,3,328.57
46538,350348,6,3,4,1,0,200.0
43906,350349,140,135,166,8,4,103.7
47270,350349,65,67,99,6,1,97.01
45789,350349,49,49,54,4,1,100.0
44936,350349,54,27,46,2,4,200.0
44111,350349,6,9,19,0,0,66.66
46248,350349,37,13,15,3,3,284.61
45224,351684,22,28,32,3,0,78.57
43906,351684,1,3,4,0,0,33.33
45789,351684,41,49,70,4,0,83.67
44932,351684,71,93,131,0,0,76.34
46208,351684,63,80,105,6,0,78.75
44111,351684,0,1,4,0,0,0.0
47846,351684,4,7,7,0,0,57.14
46248,351684,40,18,38,4,1,222.22
44149,351684,12,18,33,1,0,66.66
45224,351685,19,37,55,1,0,51.35
43906,351685,8,19,22,0,0,42.1
45789,351685,72,96,102,5,0,75.0
44936,351685,44,62,78,2,0,70.96
44932,351685,35,34,57,3,0,102.94
46208,351685,8,15,20,0,0,53.33
44111,351685,37,32,49,2,1,115.62
46248,351685,11,5,22,2,0,220.0
43906,351686,13,19,27,1,0,68.42
45224,351686,64,52,74,10,1,123.07
45789,351686,60,72,91,5,0,83.33
44936,351686,5,4,13,1,0,125.0
44932,351686,9,23,27,1,0,39.13
46208,351686,27,42,60,2,0,64.28
44111,351686,31,44,97,1,0,70.45
46248,351686,40,22,33,6,1,181.81
44149,351686,4,3,5,1,0,133.33
43906,351687,80,103,157,7,0,77.66
45224,351687,38,29,36,8,0,131.03
45789,351687,13,12,13,3,0,108.33
44936,351687,82,85,106,6,1,96.47
43906,351688,97,117,156,6,1,82.9
45224,351688,7,15,18,0,0,46.66
46208,351688,10,28,33,1,0,35.71
44936,351688,60,71,85,4,0,84.5
44932,351688,60,42,64,3,3,142.85
46248,351688,14,12,12,2,0,116.66
47846,351688,5,8,18,0,0,62.5
44149,351688,14,7,12,2,0,200.0
43906,350477,7,14,15,1,0,50.0
47270,350477,52,56,95,6,0,92.85
45224,350477,33,37,51,5,0,89.18
44936,350477,2,6,7,0,0,33.33
44932,350477,15,33,36,0,0,45.45
44111,350477,0,6,6,0,0,0.0
44149,350477,8,11,21,1,0,72.72
46248,350477,14,19,22,2,0,73.68
46538,350477,2,10,24,0,0,20.0
47492,350477,1,2,4,0,0,50.0
46592,350477,2,5,5,0,0,40.0
47270,350478,40,48,61,5,0,83.33
45224,350478,2,7,14,0,0,28.57
45789,350478,31,42,66,5,0,73.8
44936,350478,36,42,45,2,1,85.71
44932,350478,11,19,25,1,0,57.89
45224,350479,26,47,61,3,0,55.31
47270,350479,8,14,26,1,0,57.14
45789,350479,70,86,115,5,0,81.39
44936,350479,80,87,104,7,0,91.95
44932,350479,32,26,40,2,1,123.07
46248,350479,29,25,41,2,1,116.0
44111,350479,28,15,26,1,2,186.66
47850,350479,6,4,3,0,1,150.0
47270,350480,20,30,44,2,0,66.66
45224,350480,110,116,162,9,2,94.82
45789,350480,17,24,37,1,1,70.83
44936,350480,84,74,101,6,3,113.51
46248,350480,4,6,13,0,0,66.66
44111,350480,29,25,40,3,1,116.0
44932,350480,40,25,32,4,0,160.0
45224,350481,82,101,107,10,1,81.18
47270,350481,20,15,32,3,0,133.33
45789,350481,64,69,103,6,1,92.75
44936,350481,38,42,69,2,0,90.47
44932,350481,3,8,8,0,0,37.5
44111,350481,9,10,16,1,0,90.0
46248,350481,5,6,11,0,0,83.33
47850,350481,3,4,12,0,0,75.0
46538,350481,15,12,20,2,0,125.0
47492,350481,0,1,1,0,0,0.0
46592,350481,9,7,12,0,1,128.57
47270,415273,58,44,67,9,1,131.81
43906,415273,2,10,13,0,0,20.0
45789,415273,41,48,74,4,0,85.41
44936,415273,24,38,44,0,0,63.15
44932,415273,0,1,1,0,0,0.0
44111,415273,26,29,46,2,0,89.65
46248,415273,29,32,59,3,0,90.62
44149,415273,21,20,25,4,0,105.0
47850,415273,3,4,8,0,0,75.0
47270,415275,7,14,28,1,0,50.0
43906,415275,38,65,103,3,0,58.46
45789,415275,36,39,45,6,0,92.3
44936,415275,70,76,110,9,0,92.1
44932,415275,11,13,16,2,0,84.61
44111,415275,28,28,40,4,0,100.0
46248,415275,19,14,25,3,0,135.71
47270,415280,141,134,216,16,0,105.22
45224,415280,22,26,30,3,1,84.61
45789,415280,12,16,21,1,0,75.0
44936,415280,36,41,58,4,0,87.8
44932,415280,24,33,47,1,0,72.72
44111,415280,8,10,16,1,0,80.0
46248,415280,17,14,22,1,1,121.42
44149,415280,0,2,2,0,0,0.0
47850,415280,0,2,4,0,0,0.0
265564,415280,10,10,23,0,0,100.0
47492,415280,17,13,15,2,0,130.76
43906,430508,80,96,131,6,0,83.33
47270,430508,35,39,59,6,1,89.74
44936,430508,51,51,48,5,1,100.0
44111,430508,18,34,37,1,0,52.94
46934,430508,39,36,59,4,0,108.33
46248,430508,50,39,51,3,3,128.2
46393,430508,6,5,6,1,0,120.0
47270,430509,53,46,80,7,1,115.21
45789,430509,81,105,141,8,2,77.14
44936,430509,5,11,10,0,0,45.45
44932,430509,111,87,126,9,2,127.58
46934,430509,13,18,31,1,0,72.22
46248,430509,14,14,19,1,0,100.0
44111,430509,31,19,23,2,2,163.15
43906,387566,57,72,116,6,0,79.16
47270,387566,12,21,24,2,0,57.14
44936,387566,2,10,9,0,0,20.0
44932,387566,41,47,64,5,1,87.23
46934,387566,64,65,86,5,1,98.46
46393,387566,5,13,20,0,0,38.46
46248,387566,6,12,16,0,0,50.0
44111,387566,30,37,62,2,0,81.08
47850,387566,5,9,11,0,0,55.55
47492,387566,12,11,14,0,1,109.09
45963,387566,6,4,4,1,0,150.0
43906,387567,86,92,131,7,0,93.47
47270,387567,54,56,80,6,0,96.42
44936,387567,121,85,117,14,0,142.35
44932,387567,6,15,21,0,0,40.0
46934,387567,51,40,67,5,0,127.5
44111,387567,22,11,17,2,1,200.0
46393,387567,0,1,3,0,0,0.0
43906,387568,11,22,28,2,0,50.0
47270,387568,2,4,7,0,0,50.0
44936,387568,22,36,51,4,0,61.11
44932,387568,6,10,14,1,0,60.0
46934,387568,51,79,126,5,0,64.55
44111,387568,13,23,31,2,0,56.52
46393,387568,0,5,8,0,0,0.0
44149,387568,1,8,14,0,0,12.5
265564,387568,1,14,17,0,0,7.14
46538,387568,7,15,22,1,0,46.66
45963,387568,0,5,-99,0,0,0.0
44098,441827,29,23,-99,4,0,126.08
45224,441827,27,40,-99,3,1,67.5
45789,441827,89,97,-99,6,1,91.75
44936,441827,25,23,-99,4,0,108.69
46934,441827,9,21,-99,0,0,42.85
46248,441827,2,8,-99,0,0,25.0
44111,441827,5,9,-99,0,0,55.55
44149,441827,10,11,-99,1,0,90.9
265564,441827,49,47,-99,4,1,104.25
47492,441827,35,19,-99,1,3,184.21
45963,441827,4,2,-99,0,0,200.0
43906,441828,34,22,41,7,0,154.54
45224,441828,7,8,12,1,0,87.5
47850,441828,12,11,16,1,1,109.09
45789,441828,11,13,28,2,0,84.61
44936,441828,114,101,154,13,2,112.87
46934,441828,9,16,18,1,0,56.25
44932,441828,0,1,2,0,0,0.0
44111,441828,14,31,29,1,0,45.16
265564,441828,18,43,53,1,0,41.86
47492,441828,0,4,6,0,0,0.0
45963,441828,12,11,24,3,0,109.09
44098,441829,68,46,-99,7,4,147.82
43906,441829,87,103,-99,8,0,84.46
45789,441829,104,94,-99,5,3,110.63
44936,441829,102,59,-99,11,3,172.88
43906,439147,102,109,130,8,0,93.57
47270,439147,18,17,33,2,1,105.88
45789,439147,1,7,8,0,0,14.28
44936,439147,102,101,145,5,2,100.99
44932,439147,15,27,45,0,1,55.55
321777,439147,23,16,32,1,1,143.75
44149,439147,3,6,6,0,0,50.0
46393,439147,1,3,1,0,0,33.33
47492,439147,2,3,5,0,0,66.66
47270,439148,37,52,70,2,0,71.15
43906,439148,92,95,132,7,0,96.84
45789,439148,85,89,131,4,0,95.5
44936,439148,41,35,47,3,1,117.14
321777,439148,26,19,34,0,2,136.84
46934,439148,1,2,1,0,0,50.0
46393,439148,8,8,9,1,0,100.0
43906,439149,34,28,42,5,0,121.42
47270,439149,29,41,76,1,0,70.73
45789,439149,31,41,54,2,1,75.6
44936,439149,70,80,113,2,1,87.5
46934,439149,16,31,35,1,0,51.61
321777,439149,5,9,10,0,0,55.55
44149,439149,18,25,60,0,0,72.0
46393,439149,5,11,9,0,0,45.45
47492,439149,0,5,6,0,0,0.0
46538,439149,14,13,16,2,0,107.69
47270,439150,23,29,-99,2,0,79.31
43906,439150,129,115,-99,9,2,112.17
45789,439150,51,54,-99,1,1,94.44
44936,439150,57,64,-99,3,0,89.06
44932,439150,32,38,-99,1,0,84.21
43906,439151,45,50,-99,3,1,90.0
47270,439151,12,22,-99,1,0,54.54
45789,439151,57,55,-99,5,0,103.63
44936,439151,13,16,-99,1,0,81.25
44932,439151,51,75,-99,1,0,68.0
44111,439151,6,18,-99,0,0,33.33
44149,439151,24,34,-99,0,0,70.58
46393,439151,12,14,-99,2,0,85.71
47850,439151,10,7,-99,2,0,142.85
45963,439151,6,5,-99,1,0,120.0
47666,439151,4,2,-99,1,0,200.0
43906,463143,110,96,127,14,0,114.58
47270,463143,19,20,35,3,0,95.0
45705,463143,124,126,159,8,2,98.41
44936,463143,21,16,26,2,0,131.25
46248,463143,1,4,8,0,0,25.0
321777,463143,51,31,42,5,2,164.51
44932,463143,6,4,13,0,0,150.0
44149,463143,3,3,5,0,0,100.0
43906,463144,110,103,128,12,0,106.79
47270,463144,40,41,45,5,1,97.56
44936,463144,101,72,103,5,5,140.27
44932,463144,15,18,29,1,0,83.33
47270,463145,26,19,27,4,1,136.84
43906,463145,24,18,34,3,1,133.33
44932,463145,129,117,152,7,4,110.25
44936,463145,109,99,120,5,5,110.1
46248,463145,37,21,39,5,1,176.19
321777,463145,33,19,28,3,1,173.68
45705,463145,20,8,11,1,2,250.0
44149,463145,0,1,3,0,0,0.0
47270,461566,18,23,-99,2,0,78.26
43906,461566,35,29,57,3,1,120.68
45789,461566,66,88,-99,5,1,75.0
44936,461566,51,53,60,6,0,96.22
44932,461566,10,29,50,0,0,34.48
45705,461566,12,17,16,2,0,70.58
43906,461567,65,62,84,8,0,104.83
46750,461567,6,7,14,1,0,85.71
45705,461567,100,119,143,10,1,84.03
44936,461567,29,43,54,1,0,67.44
44932,461567,54,43,58,3,1,125.58
321777,461567,6,10,10,0,0,60.0
46248,461567,1,2,2,0,0,50.0
44149,461567,9,10,19,1,0,90.0
46538,461567,1,2,7,0,0,50.0
45963,461567,4,2,2,1,0,200.0
43906,461568,119,126,215,9,0,94.44
45789,461568,0,9,11,0,0,0.0
45705,461568,4,8,7,0,0,50.0
44936,461568,19,40,44,1,0,47.5
44932,461568,26,38,35,0,0,68.42
321777,461568,6,10,7,0,0,60.0
46248,461568,19,39,45,1,0,48.71
44149,461568,15,19,27,1,0,78.94
46538,461568,2,7,8,0,0,28.57
223642,461568,5,5,12,0,0,100.0
47270,461569,92,105,-99,9,0,87.61
43906,461569,10,12,-99,1,0,83.33
45789,461569,15,22,-99,2,0,68.18
44936,461569,49,70,-99,0,0,70.0
44932,461569,36,51,-99,1,0,70.58
45705,461569,27,25,-99,3,0,108.0
321777,461569,0,1,-99,0,0,0.0
44149,461569,28,15,-99,6,0,186.66
43906,461570,62,47,-99,9,1,131.91
47270,461570,14,15,-99,3,0,93.33
45789,461570,83,95,-99,4,0,87.36
44936,461570,61,72,-99,5,0,84.72
44932,461570,59,41,-99,8,0,143.9
45705,461570,1,4,-99,0,0,25.0
44149,461570,28,26,-99,2,0,107.69
47270,463150,11,15,16,2,0,73.33
43906,463150,50,36,59,8,0,138.88
45705,463150,5,23,34,0,0,21.73
44936,463150,76,69,94,7,1,110.14
44932,463150,73,89,110,1,1,82.02
321777,463150,9,11,9,0,0,81.81
44149,463150,23,27,30,1,0,85.18
265564,463150,21,19,34,0,1,110.52
47492,463150,7,9,12,0,0,77.77
46538,463150,0,1,1,0,0,0.0
47666,463150,1,1,2,0,0,100.0
43906,463151,4,9,8,1,0,44.44
47270,463151,77,98,135,8,0,78.57
45705,463151,25,30,47,1,1,83.33
44936,463151,8,13,14,1,0,61.53
44932,463151,13,19,38,1,0,68.42
321777,463151,27,28,36,3,1,96.42
44149,463151,4,7,18,0,0,57.14
265564,463151,12,27,50,1,0,44.44
47492,463151,6,14,19,0,0,42.85
46538,463151,6,11,16,1,0,54.54
47666,463151,1,2,4,0,0,50.0
47270,463152,43,79,102,3,0,54.43
43906,463152,16,18,28,2,0,88.88
45705,463152,10,16,30,1,0,62.5
44936,463152,16,20,32,0,0,80.0
44932,463152,52,59,111,2,0,88.13
44828,463152,60,78,94,2,0,76.92
44149,463152,9,14,26,0,0,64.28
265564,463152,5,3,2,1,0,166.66
47492,463152,5,8,12,0,0,62.5
47666,463152,0,1,1,0,0,0.0
43906,463153,64,69,93,8,0,92.75
47270,463153,18,30,51,2,0,60.0
47711,463153,15,22,35,1,0,68.18
44936,463153,3,5,9,0,0,60.0
44932,463153,71,72,124,2,1,98.61
44828,463153,1,4,5,0,0,25.0
44149,463153,44,59,59,3,0,74.57
46750,463153,31,35,39,3,0,88.57
47492,463153,4,6,13,0,0,66.66
47270,463154,7,11,10,1,0,63.63
43906,463154,116,132,184,9,0,87.87
47711,463154,56,63,72,8,0,88.88
44936,463154,11,12,14,1,0,91.66
44932,463154,35,44,65,1,0,79.54
44828,463154,8,6,7,1,0,133.33
44149,463154,2,2,2,0,0,100.0
46750,463154,4,2,4,1,0,200.0
47492,463154,0,1,1,0,0,0.0
46538,463154,0,2,1,0,0,0.0
47666,463154,0,1,1,0,0,0.0
43906,433564,14,15,14,2,0,93.33
47270,433564,45,78,116,2,0,57.69
45789,433564,4,7,5,0,0,57.14
44936,433564,107,105,149,8,2,101.9
44932,433564,42,53,54,1,0,79.24
43906,433573,113,130,191,8,0,86.92
47270,433573,20,32,57,1,0,62.5
45789,433573,2,12,10,0,0,16.66
44936,433573,134,98,126,13,4,136.73
44828,433573,18,14,27,1,0,128.57
44932,433573,40,15,18,2,4,266.66
43906,433579,42,51,81,2,0,82.35
47270,433579,22,41,63,2,0,53.65
45789,433579,15,20,26,3,0,75.0
44936,433579,25,44,56,0,0,56.81
44828,433579,17,38,52,2,0,44.73
44932,433579,0,4,12,0,0,0.0
47711,433579,13,37,67,0,0,35.13
46750,433579,3,16,15,0,0,18.75
47492,433579,20,31,51,3,0,64.51
46538,433579,1,3,10,0,0,33.33
40618,433579,1,1,2,0,0,100.0
43906,433586,61,72,114,5,0,84.72
47270,433586,16,29,39,2,0,55.17
45789,433586,69,88,120,4,0,78.4
44936,433586,52,39,67,6,1,133.33
44932,433586,23,20,40,2,1,115.0
44828,433586,25,23,52,0,1,108.69
47711,433586,5,5,7,1,0,100.0
44149,433586,23,15,15,2,1,153.33
46750,433586,18,7,15,2,1,257.14
43906,433591,18,17,20,1,1,105.88
47270,433591,7,18,43,0,0,38.88
47711,433591,42,41,48,7,1,102.43
45789,433591,19,31,43,3,0,61.29
44932,433591,99,103,139,6,1,96.11
44828,433591,11,19,21,0,0,57.89
45705,433591,46,43,55,7,0,106.97
44149,433591,21,28,47,1,0,75.0
43906,433597,51,59,93,6,0,86.44
47270,433597,45,68,86,4,0,66.17
45789,433597,69,76,88,5,1,90.78
44932,433597,17,22,26,1,0,77.27
44828,433597,52,52,73,4,1,100.0
47711,433597,5,5,13,0,0,100.0
44149,433597,12,6,15,2,0,200.0
46750,433597,22,9,15,4,0,244.44
265564,433597,0,1,2,0,0,0.0
47666,433597,4,2,2,1,0,200.0
43906,433602,7,5,4,1,0,140.0
47270,433602,28,34,59,2,0,82.35
45789,433602,47,75,96,3,0,62.66
44936,433602,35,40,63,4,0,87.5
44932,433602,3,12,18,0,0,25.0
44828,433602,36,43,70,3,1,83.72
44149,433602,2,10,18,0,0,20.0
46750,433602,0,5,9,0,0,0.0
47492,433602,8,18,14,1,0,44.44
46538,433602,3,17,30,0,0,17.64
40618,433602,0,1,4,0,0,0.0
47270,514025,4,5,3,1,0,80.0
43906,514025,24,32,45,2,1,75.0
45789,514025,15,15,29,1,1,100.0
44932,514025,4,2,4,1,0,200.0
44828,514025,27,20,44,3,0,135.0
321777,514025,11,12,13,0,0,91.66
44111,514025,1,4,7,0,0,25.0
44149,514025,25,22,29,3,1,113.63
47492,514025,5,9,11,1,0,55.55
46538,514025,1,2,14,0,0,50.0
47666,514025,4,9,9,1,0,44.44
43906,514026,0,1,2,0,0,0.0
47270,514026,57,69,117,6,0,82.6
45789,514026,76,88,118,7,2,86.36
44932,514026,56,58,100,2,2,96.55
44828,514026,12,20,12,2,0,60.0
321777,514026,59,51,68,6,1,115.68
44111,514026,13,11,18,1,0,118.18
44149,514026,2,2,2,0,0,100.0
43906,514027,52,72,112,7,0,72.22
47270,514027,19,36,60,1,0,52.77
45789,514027,54,74,80,3,2,72.97
44932,514027,35,58,92,1,0,60.34
44828,514027,21,28,41,2,0,75.0
321777,514027,11,22,37,0,0,50.0
44111,514027,8,8,8,1,0,100.0
44149,514027,2,2,3,0,0,100.0
43906,514035,112,128,210,8,0,87.5
47270,514035,6,8,12,0,0,75.0
45789,514035,72,80,115,6,1,90.0
44936,514035,52,40,53,7,0,130.0
46248,514035,25,17,21,1,2,147.05
44932,514035,1,2,6,0,0,50.0
44828,514035,10,13,15,0,0,76.92
46750,514035,4,9,15,0,0,44.44
47492,514035,1,2,1,0,0,50.0
46538,514035,1,1,1,0,0,100.0
47270,514036,28,56,76,2,0,50.0
43906,514036,55,58,97,5,2,94.82
45789,514036,37,51,79,3,0,72.54
44932,514036,66,87,127,0,1,75.86
44936,514036,17,13,26,2,0,130.76
44828,514036,18,16,26,2,0,112.5
46248,514036,12,11,14,1,0,109.09
47270,514037,2,13,21,0,0,15.38
46934,514037,17,27,57,1,0,62.96
45705,514037,13,8,9,3,0,162.5
44828,514037,72,74,99,7,0,97.29
44932,514037,25,34,49,2,0,73.52
44936,514037,39,36,50,3,0,108.33
46248,514037,7,12,27,0,0,58.33
46934,514038,37,39,55,4,1,94.87
47270,514038,68,69,106,7,1,98.55
44936,514038,96,76,116,8,3,126.31
45705,514038,1,4,4,0,0,25.0
44932,514038,36,47,50,2,0,76.59
44828,514038,5,12,13,0,0,41.66
265564,514038,21,17,28,0,1,123.52
46750,514038,23,31,37,2,0,74.19
46945,514038,2,5,12,0,0,40.0
47270,514039,125,143,203,9,4,87.41
46934,514039,6,7,16,1,0,85.71
44828,514039,24,39,66,2,0,61.53
44936,514039,125,98,144,10,4,127.55
46248,514039,18,11,17,3,0,163.63
44932,514039,5,2,6,1,0,250.0
43906,520600,8,10,18,1,0,80.0
47270,520600,9,16,21,1,0,56.25
45789,520600,13,17,26,2,0,76.47
44932,520600,46,74,102,2,0,62.16
44936,520600,106,106,151,3,4,100.0
44828,520600,66,49,72,9,1,134.69
43906,520601,92,107,138,12,0,85.98
45789,520601,4,5,12,1,0,80.0
44828,520601,34,25,38,6,0,136.0
44932,520601,43,39,62,6,0,110.25
44936,520601,31,35,58,2,0,88.57
46681,520601,17,19,32,3,0,89.47
43906,520602,76,89,113,7,0,85.39
265564,520602,27,41,61,3,0,65.85
46248,520602,41,51,69,2,3,80.39
44828,520602,19,28,54,1,0,67.85
44932,520602,25,37,44,3,0,67.56
44936,520602,9,5,15,0,1,180.0
44149,520602,5,10,7,1,0,50.0
47270,534229,52,76,82,5,0,68.42
43906,534229,150,124,209,16,0,120.96
44932,534229,14,24,27,1,0,58.33
230852,534229,15,28,29,1,0,53.57
44936,534229,28,29,43,1,0,96.55
44828,534229,22,19,30,2,0,115.78
43906,534230,43,51,68,5,0,84.31
47270,534230,18,25,37,2,0,72.0
230852,534230,42,61,88,2,0,68.85
44936,534230,28,31,34,3,0,90.32
44828,534230,1,4,3,0,0,25.0
44932,534230,33,46,61,2,0,71.73
265564,534230,13,8,6,3,0,162.5
46750,534230,23,35,61,1,0,65.71
47492,534230,1,7,12,0,0,14.28
46538,534230,7,11,8,1,0,63.63
47666,534230,0,1,2,0,0,0.0
47270,534231,29,54,86,2,0,53.7
43906,534231,45,73,111,3,1,61.64
44932,534231,18,22,31,3,0,81.81
44936,534231,39,46,66,2,0,84.78
44828,534231,1,8,11,0,0,12.5
230852,534231,35,59,86,1,0,59.32
265564,534231,5,13,12,0,0,38.46
46750,534231,31,20,33,4,1,155.0
46393,534231,1,1,2,0,0,100.0
47492,534231,3,4,4,0,0,75.0
43906,534232,97,107,141,9,1,90.65
47270,534232,1,6,8,0,0,16.66
44828,534232,3,5,3,0,0,60.0
230852,534232,1,10,9,0,0,10.0
44936,534232,75,79,117,10,0,94.93
43906,567358,13,22,19,1,0,59.09
47270,567358,7,15,31,0,0,46.66
45705,567358,29,58,68,2,1,50.0
44936,567358,7,8,16,1,0,87.5
44828,567358,57,72,145,3,0,79.16
379143,567358,18,34,37,1,0,52.94
46393,567358,33,39,53,3,0,84.61
46750,567358,0,4,4,0,0,0.0
45949,567358,26,20,21,1,3,130.0
47492,567358,0,3,1,0,0,0.0
47666,567358,0,4,11,0,0,0.0
379143,567359,25,28,37,1,2,89.28
47270,567359,66,75,127,8,0,88.0
45705,567359,79,94,110,10,0,84.04
44828,567359,2,3,6,0,0,66.66
44410,567359,31,40,63,1,1,77.5
321777,567359,14,24,31,0,0,58.33
46393,567359,2,5,8,0,0,40.0
45949,567359,0,1,2,0,0,0.0
46750,567359,0,4,12,0,0,0.0
46538,567359,19,14,22,0,2,135.71
47666,567359,9,8,16,1,0,112.5
379143,567360,31,38,63,4,0,81.57
47270,567360,116,130,190,14,0,89.23
45705,567360,25,40,37,3,0,62.5
44828,567360,19,23,29,2,0,82.6
44410,567360,4,9,17,0,0,44.44
321777,567360,15,19,22,2,0,78.94
46393,567360,25,24,49,1,1,104.16
45949,567360,6,5,7,1,0,120.0
46942,567360,9,6,10,1,0,150.0
47492,567360,4,6,10,0,0,66.66
47270,567368,30,47,64,4,0,63.82
43906,567368,43,43,75,6,0,100.0
44936,567368,65,63,83,4,0,103.17
45705,567368,105,104,137,10,0,100.96
44828,567368,26,29,44,4,0,89.65
44410,567368,34,14,19,3,2,242.85
43906,567369,17,16,19,3,0,106.25
47270,567369,10,17,42,1,0,58.82
45705,567369,0,1,4,0,0,0.0
44936,567369,4,5,9,1,0,80.0
44828,567369,17,21,24,3,0,80.95
44410,567369,58,82,123,5,0,70.73
46393,567369,17,31,45,0,0,54.83
46750,567369,44,67,88,3,0,65.67
297583,567369,5,4,3,1,0,125.0
47492,567369,0,16,19,0,0,0.0
47270,567370,3,11,14,0,0,27.27
43906,567370,122,113,201,9,1,107.96
45705,567370,17,43,50,2,0,39.53
44936,567370,128,108,148,12,3,118.51
44828,567370,45,19,28,4,3,236.84
44410,567370,6,6,18,0,0,100.0
46393,567370,0,1,1,0,0,0.0
43906,567371,0,1,1,0,0,0.0
47270,567371,12,22,44,0,1,54.54
45705,567371,0,1,1,0,0,0.0
44936,567371,75,108,157,5,0,69.44
44410,567371,1,3,5,0,0,33.33
321777,567371,67,77,95,7,0,87.01
46393,567371,11,20,23,0,0,55.0
46750,567371,25,35,54,2,0,71.42
45949,567371,18,22,27,3,0,81.81
47492,567371,9,9,11,1,0,100.0
47666,567371,5,2,5,1,0,250.0
43906,567372,22,65,102,2,0,33.84
379143,567372,3,12,25,0,0,25.0
45705,567372,15,20,25,2,0,75.0
44936,567372,95,111,137,9,1,85.58
44410,567372,35,36,59,3,0,97.22
321777,567372,20,20,27,1,1,100.0
43906,602761,20,23,31,2,0,86.95
46934,602761,6,9,9,1,0,66.66
45705,602761,82,107,110,7,1,76.63
44932,602761,150,122,143,5,8,122.95
44828,602761,62,40,55,2,5,155.0
43906,567358,13,22,19,1,0,59.09
47270,567358,7,15,31,0,0,46.66
45705,567358,29,58,68,2,1,50.0
44936,567358,7,8,16,1,0,87.5
44828,567358,57,72,145,3,0,79.16
