player,mat,runs,ball,M,_4s,_6s,strike_rate
44708,64872,18,44,53,2,0,40.9
44091,64872,50,47,69,5,0,106.38
47015,64872,70,71,89,6,0,98.59
44111,64872,35,28,36,3,0,125.0
46774,64872,5,4,3,1,0,125.0
45821,64872,3,3,2,0,0,100.0
47270,64875,15,33,43,1,0,45.45
45224,64875,13,8,12,3,0,162.5
45821,64875,14,8,12,2,1,175.0
46248,64875,11,20,39,1,0,55.0
45789,64875,58,59,89,4,1,98.3
44708,64875,8,17,19,1,0,47.05
44111,64875,48,30,46,5,2,160.0
47270,64877,9,21,31,1,0,42.85
45224,64877,3,6,16,0,0,50.0
45789,64877,0,12,10,0,0,0.0
47015,64877,3,10,14,0,0,30.0
46788,64877,47,86,124,5,0,54.65
44111,64877,0,3,9,0,0,0.0
46774,64877,7,10,12,1,0,70.0
45821,64877,35,58,71,3,0,60.34
46750,64877,5,27,29,0,0,18.51
46248,64877,23,33,54,2,0,69.69
46592,64877,42,35,41,3,2,120.0
47270,64902,38,50,79,5,0,76.0
45224,64902,0,13,20,0,0,0.0
45789,64902,74,85,116,5,2,87.05
47015,64902,22,31,41,1,0,70.96
46774,64902,30,45,47,1,0,66.66
44111,64902,58,47,41,5,1,123.4
45821,64902,15,17,28,1,0,88.23
44932,64902,4,5,11,0,0,80.0
44091,64902,2,2,6,0,0,100.0
44682,64902,3,4,4,0,0,75.0
46592,64902,5,2,1,1,0,250.0
47270,64903,14,29,54,1,0,48.27
45224,64903,7,17,25,0,0,41.17
44091,64903,14,18,22,2,0,77.77
45789,64903,0,6,12,0,0,0.0
47015,64903,4,16,23,0,0,25.0
46774,64903,54,78,127,2,0,69.23
44111,64903,4,14,13,0,0,28.57
44932,64903,22,45,53,0,0,48.88
45821,64903,40,56,64,2,0,71.42
44682,64903,15,14,20,2,0,107.14
47270,64904,16,27,49,1,0,59.25
45224,64904,49,82,112,4,1,59.75
45821,64904,0,4,7,0,0,0.0
45789,64904,52,108,106,3,0,48.14
47015,64904,18,25,46,0,0,72.0
44111,64904,7,9,19,0,0,77.77
46774,64904,14,20,21,1,0,70.0
44932,64904,3,3,8,0,0,100.0
44091,64904,10,13,19,0,0,76.92
44682,64904,11,9,14,1,0,122.22
47270,64905,46,64,107,4,0,71.87
45224,64905,27,27,35,5,0,100.0
45789,64905,7,11,15,0,1,63.63
47015,64905,24,34,46,1,0,70.58
44111,64905,27,69,66,1,0,39.13
44932,64905,0,2,3,0,0,0.0
46774,64905,52,69,88,3,1,75.36
45821,64905,12,18,13,0,1,66.66
44091,64905,19,10,19,3,0,190.0
47270,64906,25,32,58,3,0,78.12
45224,64906,6,10,11,1,0,60.0
45789,64906,101,127,159,7,1,79.52
47015,64906,48,60,81,2,0,80.0
44111,64906,24,19,20,2,1,126.31
46774,64906,11,10,16,1,0,110.0
44932,64906,0,1,2,0,0,0.0
45821,64906,4,6,13,0,0,66.66
44091,64906,21,16,25,1,1,131.25
45963,64906,2,2,3,0,0,100.0
46592,64906,7,6,11,0,0,116.66
47270,66199,42,52,76,6,0,80.76
45224,66199,4,11,13,1,0,36.36
45789,66199,40,44,62,9,0,90.9
47270,66206,45,64,88,5,0,70.31
45224,66206,101,135,162,9,1,74.81
45789,66206,16,33,38,0,0,48.48
47015,66206,46,39,42,4,1,117.94
47700,66206,0,1,6,0,0,0.0
46774,66206,13,11,24,0,1,118.18
44111,66206,7,7,5,1,0,100.0
45821,66206,12,10,12,2,0,120.0
47270,64922,1,14,12,0,0,7.14
45224,64922,2,4,16,0,0,50.0
45789,64922,5,26,50,0,0,19.23
44024,64922,4,18,25,0,0,22.22
46788,64922,22,28,43,4,0,78.57
45797,64922,24,48,64,3,0,50.0
44111,64922,17,51,58,0,0,33.33
46774,64922,37,60,78,3,0,61.66
44091,64922,33,40,47,4,0,82.5
46592,64922,10,11,18,0,1,90.9
46569,64922,1,1,3,0,0,100.0
47270,64924,25,37,52,2,0,67.56
44936,64924,20,38,56,3,0,52.63
45789,64924,63,78,109,4,0,80.76
45224,64924,78,101,132,6,0,77.22
45797,64924,32,26,33,1,2,123.07
44111,64924,15,11,22,2,0,136.36
46774,64924,17,12,25,2,0,141.66
46788,64924,0,1,3,0,0,0.0
45396,64924,0,1,4,0,0,0.0
47270,64925,105,131,179,9,0,80.15
44936,64925,16,28,39,2,0,57.14
44091,64925,20,17,36,3,0,117.64
45789,64925,3,12,14,0,0,25.0
45224,64925,50,60,79,5,0,83.33
45797,64925,9,8,14,1,0,112.5
46788,64925,17,18,39,1,0,94.44
44111,64925,33,21,29,3,0,157.14
46774,64925,4,2,7,1,0,200.0
47270,64926,16,27,44,1,0,59.25
44936,64926,9,14,21,0,1,64.28
45789,64926,71,97,140,6,0,73.19
45224,64926,100,115,141,8,3,86.95
45797,64926,57,36,54,4,4,158.33
46788,64926,14,11,31,0,1,127.27
47270,64927,115,131,224,7,0,87.78
44936,64927,2,7,11,0,0,28.57
45789,64927,49,53,66,8,0,92.45
45224,64927,8,12,17,1,0,66.66
46788,64927,34,45,60,3,0,75.55
45797,64927,80,50,59,4,7,160.0
44111,64927,0,1,1,0,0,0.0
46774,64927,2,1,2,0,0,200.0
44091,64927,10,4,4,0,1,250.0
47270,64929,47,66,108,6,0,71.21
45396,64929,23,40,46,3,0,57.5
45789,64929,36,60,102,2,1,60.0
45224,64929,0,2,4,0,0,0.0
46788,64929,62,76,105,4,0,81.57
44111,64929,44,40,51,6,0,110.0
45797,64929,4,7,9,0,0,57.14
46774,64929,6,4,6,1,0,150.0
44091,64929,1,1,3,0,0,100.0
47270,64932,50,55,75,9,0,90.9
44024,64932,56,73,109,5,0,76.71
47015,64932,50,61,70,3,0,81.96
45224,64932,40,47,61,1,1,85.1
45797,64932,8,15,12,0,0,53.33
44111,64932,49,29,35,4,3,168.96
46788,64932,20,14,31,2,0,142.85
46248,64932,16,6,7,2,1,266.66
44091,64932,4,1,2,1,0,400.0
47270,64934,117,129,177,5,4,90.69
44024,64934,18,27,44,3,0,66.66
46248,64934,2,8,11,0,0,25.0
47015,64934,7,8,11,1,0,87.5
45224,64934,75,73,80,8,1,102.73
46788,64934,30,32,41,1,1,93.75
45797,64934,53,21,27,2,5,252.38
44111,64934,3,2,13,0,0,150.0
44024,64936,9,22,42,1,0,40.9
44936,64936,7,7,15,1,0,100.0
47015,64936,33,65,81,4,0,50.76
45224,64936,21,30,43,3,0,70.0
46788,64936,28,58,66,0,0,48.27
45797,64936,78,81,86,4,4,96.29
44111,64936,18,18,30,1,0,100.0
47270,208811,103,102,152,13,0,100.98
44708,208811,56,68,103,7,1,82.35
45789,208811,51,68,97,2,0,75.0
45224,208811,40,36,48,3,2,111.11
47270,208835,6,8,7,1,0,75.0
44708,208835,60,78,122,4,0,76.92
45789,208835,7,18,18,1,0,38.88
45224,208835,44,57,95,1,2,77.19
47270,209027,28,29,34,4,0,96.55
44708,209027,123,129,184,12,0,95.34
45789,209027,87,109,164,2,2,79.81
45797,209027,12,15,18,1,0,80.0
44111,209027,13,10,19,1,0,130.0
46774,209027,0,2,2,0,0,0.0
45224,209027,11,6,7,2,0,183.33
46788,209027,1,1,4,0,0,100.0
44936,209297,17,29,-99,3,0,58.62
44708,209297,17,23,-99,1,0,73.91
45789,209297,17,25,-99,2,0,68.0
46788,209297,89,117,-99,6,0,76.06
45797,209297,65,75,-99,5,2,86.66
44111,209297,10,14,-99,0,0,71.42
44936,209339,30,25,26,3,1,120.0
44708,209339,61,47,88,5,1,129.78
45789,209339,18,24,27,0,0,75.0
45797,209339,8,8,14,1,0,100.0
44111,209339,16,12,18,1,0,133.33
47270,222857,19,24,34,4,0,79.16
44708,222857,10,9,12,2,0,111.11
45789,222857,0,5,10,0,0,0.0
45224,222857,25,69,88,0,0,36.23
46788,222857,31,45,52,5,0,68.88
44111,222857,33,50,67,1,0,66.0
45797,222857,73,64,82,5,3,114.06
46774,222857,37,29,37,2,1,127.58
44091,222857,3,3,7,0,0,100.0
47270,223335,36,44,62,4,1,81.81
46797,223335,0,5,6,0,0,0.0
45224,223335,33,53,72,5,0,62.26
46774,223335,0,5,10,0,0,0.0
45789,223335,51,94,118,2,0,54.25
46788,223335,19,40,54,1,0,47.5
44111,223335,40,47,53,6,0,85.1
45797,223335,8,5,19,1,0,160.0
45963,223335,1,2,4,0,0,50.0
46592,223335,0,5,4,0,0,0.0
46569,223335,4,1,1,1,0,400.0
47270,223542,18,26,32,2,0,69.23
44936,223542,29,29,41,4,1,100.0
45224,223542,81,94,135,8,1,86.17
47015,223542,17,52,65,2,0,32.69
46788,223542,21,30,30,1,0,70.0
44111,223542,24,33,44,1,0,72.72
45797,223542,30,19,39,2,2,157.89
46774,223542,21,14,23,2,0,150.0
47270,224227,66,65,81,13,0,101.53
44936,224227,11,25,46,2,0,44.0
45789,224227,15,20,47,3,0,75.0
46788,224227,9,25,36,0,0,36.0
46248,224227,5,12,10,1,0,41.66
44111,224227,22,22,23,3,0,100.0
45797,224227,1,1,8,0,0,100.0
47270,225959,48,36,58,9,0,133.33
44936,225959,7,16,24,1,0,43.75
46681,225959,11,23,31,2,0,47.82
45789,225959,68,97,145,5,0,70.1
46788,225959,46,74,89,5,0,62.16
44111,225959,2,4,3,0,0,50.0
45797,225959,46,49,49,5,0,93.87
44936,226315,4,5,3,1,0,80.0
47270,226315,3,10,20,0,0,30.0
45396,226315,32,43,70,6,0,74.41
45789,226315,2,8,11,0,0,25.0
46788,226315,30,69,93,5,0,43.47
44111,226315,14,33,41,1,0,42.42
45797,226315,28,59,57,3,0,47.45
46774,226315,29,61,56,1,1,47.54
44149,226315,15,12,15,3,0,125.0
46592,226315,1,3,6,0,0,33.33
47270,226358,134,124,146,20,1,108.06
45396,226358,48,94,146,4,0,51.06
47270,226359,24,29,41,3,0,82.75
45396,226359,4,7,11,1,0,57.14
45789,226359,91,146,183,5,0,62.32
46788,226359,9,32,56,1,0,28.12
44111,226359,35,56,69,0,0,62.5
45797,226359,11,12,10,1,0,91.66
46774,226359,30,17,19,4,1,176.47
44149,226359,3,3,5,0,0,100.0
47270,226375,12,26,35,1,0,46.15
44708,226375,74,115,184,8,0,64.34
45789,226375,0,1,3,0,0,0.0
45224,226375,16,27,26,2,0,59.25
46788,226375,19,41,74,1,0,46.34
44111,226375,63,62,81,6,1,101.61
45797,226375,29,21,38,3,1,138.09
47270,226383,3,10,11,0,0,30.0
44708,226383,10,12,28,2,0,83.33
47015,226383,53,63,80,8,0,84.12
45224,226383,7,16,32,0,0,43.75
46788,226383,29,44,65,2,0,65.9
44111,226383,62,71,96,3,2,87.32
45797,226383,10,21,24,0,0,47.61
46774,226383,4,9,16,0,0,44.44
45396,226383,4,9,6,0,0,44.44
44149,226383,2,8,7,0,0,25.0
45888,226383,0,3,4,0,0,0.0
47270,226376,9,17,19,1,0,52.94
44708,226376,41,93,130,3,0,44.08
45396,226376,1,4,7,0,0,25.0
45224,226376,39,53,70,4,1,73.58
46788,226376,21,27,35,1,1,77.77
44111,226376,5,12,21,0,0,41.66
45797,226376,3,8,6,0,0,37.5
47693,226376,0,6,7,0,0,0.0
46774,226376,46,31,36,1,4,148.38
44149,226376,15,25,40,1,0,60.0
45888,226376,0,7,5,0,0,0.0
47270,226384,28,50,87,2,0,56.0
44708,226384,125,145,209,7,0,86.2
47693,226384,0,1,2,0,0,0.0
47015,226384,11,27,26,0,0,40.74
45224,226384,68,65,64,4,3,104.61
46774,226384,8,8,15,0,0,100.0
45797,226384,6,4,5,1,0,150.0
47270,226385,41,52,70,4,1,78.84
44708,226385,87,94,139,7,3,92.55
47015,226385,25,48,62,0,0,52.08
45224,226385,4,8,10,0,0,50.0
44111,226385,30,33,50,1,0,90.9
45797,226385,6,12,11,0,0,50.0
46788,226385,20,25,27,3,0,80.0
47270,226377,0,2,2,0,0,0.0
44708,226377,9,23,31,0,0,39.13
47015,226377,19,39,57,1,0,48.71
45224,226377,33,40,52,5,0,82.5
44149,226377,46,61,107,4,0,75.4
46788,226377,24,39,46,2,0,61.53
45797,226377,20,30,27,1,0,66.66
44111,226377,0,1,2,0,0,0.0
46774,226377,16,17,22,1,0,94.11
45396,226377,19,35,36,0,0,54.28
47693,226377,8,14,13,0,1,57.14
47270,226378,6,8,-99,1,0,75.0
44708,226378,27,29,-99,4,0,93.1
45224,226378,46,54,-99,6,0,85.18
44111,226378,76,83,-99,3,2,91.56
45797,226378,28,36,-99,3,0,77.77
46788,226378,25,37,-99,0,0,67.56
47015,226378,31,39,-99,2,0,79.48
47693,226378,37,16,-99,2,4,231.25
47270,226386,67,76,124,5,0,88.15
44708,226386,9,21,26,1,0,42.85
45224,226386,0,3,2,0,0,0.0
44111,226386,24,36,53,3,0,66.66
46788,226386,22,41,63,0,0,53.65
45797,226386,0,1,2,0,0,0.0
46774,226386,15,26,30,0,0,57.69
45396,226386,18,30,38,0,0,60.0
47693,226386,0,2,2,0,0,0.0
44149,226386,17,22,21,1,0,77.27
45963,226386,1,5,2,0,0,20.0
47270,238196,119,124,172,12,1,95.96
44708,238196,10,16,26,2,0,62.5
45224,238196,0,1,5,0,0,0.0
44936,238196,43,30,51,7,1,143.33
44111,238196,4,17,29,0,0,23.52
45797,238196,24,38,59,2,0,63.15
47270,238197,24,29,36,3,0,82.75
44708,238197,31,43,60,6,0,72.09
45224,238197,66,71,105,8,0,92.95
44936,238197,18,23,33,3,0,78.26
44111,238197,42,59,67,1,3,71.18
45797,238197,51,41,73,1,4,124.39
46774,238197,38,27,36,3,2,140.74
46750,238197,4,3,6,1,0,133.33
45396,238197,4,4,14,0,0,100.0
47270,238198,10,12,13,2,0,83.33
44708,238198,16,35,75,2,0,45.71
45224,238198,16,30,38,2,0,53.33
44936,238198,68,92,134,6,1,73.91
44111,238198,5,11,18,1,0,45.45
45797,238198,0,5,5,0,0,0.0
46774,238198,69,74,80,7,1,93.24
45396,238198,5,6,12,0,0,83.33
46750,238198,3,5,9,0,0,60.0
47539,238198,29,13,17,0,3,223.07
46592,238198,1,4,14,0,0,25.0
47270,238199,1,3,6,0,0,33.33
44708,238199,101,145,220,9,0,69.65
45224,238199,1,10,18,0,0,10.0
44936,238199,38,45,63,4,2,84.44
45789,238199,21,27,34,1,1,77.77
44111,238199,19,27,42,1,0,70.37
45797,238199,1,9,10,0,0,11.11
46774,238199,53,33,45,8,0,160.6
47539,238199,0,1,1,0,0,0.0
47270,238200,90,55,100,13,2,163.63
44708,238200,1,7,6,0,0,14.28
45224,238200,175,111,142,21,7,157.65
44936,238200,14,20,43,1,0,70.0
45789,238200,20,21,22,1,0,95.23
44111,238200,50,43,79,4,0,116.27
45797,238200,13,17,20,0,0,76.47
47693,238200,35,18,20,1,3,194.44
47539,238200,12,6,10,2,0,200.0
45396,238200,7,4,9,1,0,175.0
46592,238200,1,1,3,0,0,100.0
44098,255961,5,12,13,0,0,41.66
44708,255961,85,127,195,5,0,66.92
45224,255961,2,4,11,0,0,50.0
45789,255961,4,16,18,1,0,25.0
44932,255961,60,70,92,7,0,85.71
44111,255961,8,17,31,1,0,47.05
46774,255961,16,20,26,0,1,80.0
44098,259793,38,29,48,4,2,131.03
44708,259793,9,15,17,2,0,60.0
46934,259793,20,16,26,3,0,125.0
45789,259793,26,40,41,2,0,65.0
44932,259793,31,39,70,2,0,79.48
45797,259793,28,28,33,3,1,100.0
44098,257470,88,70,89,11,3,125.71
46934,257470,80,74,119,10,1,108.1
45789,257470,50,59,65,5,0,84.74
44111,257470,147,68,90,8,10,216.17
45797,257470,10,9,9,0,1,111.11
47693,257470,5,6,15,0,0,83.33
44932,257470,24,18,30,2,0,133.33
47270,249746,42,57,89,5,0,73.68
44708,249746,0,3,2,0,0,0.0
45224,249746,0,2,6,0,0,0.0
45789,249746,8,18,24,1,0,44.44
44111,249746,8,28,28,0,0,28.57
45797,249746,26,55,80,3,0,47.27
46774,249746,1,3,8,0,0,33.33
45396,249746,13,31,28,1,0,41.93
46750,249746,0,2,3,0,0,0.0
46569,249746,0,4,6,0,0,0.0
46592,249746,1,5,5,0,0,20.0
47270,249751,10,15,18,1,0,66.66
44708,249751,3,19,38,0,0,15.78
45224,249751,16,18,15,3,0,88.88
45789,249751,43,71,93,2,1,60.56
44936,249751,54,88,117,3,0,61.36
44111,249751,29,39,51,0,1,74.35
45797,249751,7,16,15,0,0,43.75
46774,249751,21,17,32,0,1,123.52
46750,249751,22,16,20,3,1,137.5
46569,249751,0,1,1,0,0,0.0
46592,249751,1,1,1,0,0,100.0
47270,249754,0,2,1,0,0,0.0
44708,249754,13,35,48,2,0,37.14
45224,249754,0,1,1,0,0,0.0
45789,249754,17,25,55,2,0,68.0
44936,249754,10,11,18,2,0,90.9
44111,249754,69,98,129,7,0,70.4
45797,249754,64,110,142,4,2,58.18
46774,249754,2,8,7,0,0,25.0
46569,249754,12,10,14,2,0,120.0
47270,249758,19,23,24,3,0,82.6
44098,249758,39,58,101,6,0,67.24
45789,249758,16,38,50,3,0,42.1
45224,249758,77,90,124,4,1,85.55
44936,249758,46,57,57,3,0,80.7
45797,249758,3,7,5,0,0,42.85
44111,249758,16,11,11,1,1,145.45
46774,249758,4,4,4,0,0,100.0
46750,249758,15,12,16,1,0,125.0
46569,249758,0,1,-99,0,0,0.0
47270,249211,1,7,8,0,0,14.28
44098,249211,22,21,43,3,0,104.76
45789,249211,119,160,189,15,0,74.37
45224,249211,2,14,24,0,0,14.28
44936,249211,41,47,63,3,1,87.23
44111,249211,23,21,32,3,0,109.52
45797,249211,8,15,11,0,0,53.33
46774,249211,0,3,2,0,0,0.0
46569,249211,22,12,17,2,1,183.33
47270,249212,0,2,2,0,0,0.0
44098,249212,6,26,46,1,0,23.07
45789,249212,0,2,2,0,0,0.0
45224,249212,35,40,49,7,0,87.5
44936,249212,29,30,47,5,0,96.66
44111,249212,4,16,36,0,0,25.0
45797,249212,100,89,125,6,7,112.35
46774,249212,33,50,59,5,0,66.0
45396,249212,56,47,65,7,0,119.14
47270,249213,0,3,2,0,0,0.0
44098,249213,0,2,15,0,0,0.0
45789,249213,49,62,78,9,0,79.03
45224,249213,93,123,190,8,0,75.6
44936,249213,13,8,11,0,1,162.5
44111,249213,29,49,58,2,0,59.18
45797,249213,0,1,2,0,0,0.0
46774,249213,37,43,34,2,2,86.04
45396,249213,13,9,13,0,1,144.44
46569,249213,0,2,2,0,0,0.0
47270,249214,79,85,143,7,3,92.94
44936,249214,92,98,127,12,1,93.87
46774,249214,16,10,15,3,0,160.0
44936,250668,67,78,112,8,2,85.89
47270,250668,72,47,91,15,0,153.19
44098,250668,4,3,3,1,0,133.33
45789,250668,88,85,120,2,4,103.52
46788,250668,39,48,45,2,0,81.25
44111,250668,78,38,45,9,4,205.26
45797,250668,11,7,9,2,0,157.14
46774,250668,2,3,4,0,0,66.66
47270,250669,15,13,27,3,0,115.38
44936,250669,43,46,62,8,0,93.47
45789,250669,34,43,68,4,0,79.06
45224,250669,14,14,26,1,1,100.0
46788,250669,2,4,12,0,0,50.0
44111,250669,21,18,28,4,0,116.66
45797,250669,22,37,43,1,0,59.45
46774,250669,32,34,51,3,1,94.11
46569,250669,5,14,12,0,0,35.71
46592,250669,9,19,13,2,0,47.36
45963,250669,0,1,3,0,0,0.0
44936,250671,50,40,65,7,1,125.0
47270,250671,56,44,65,6,2,127.27
47270,250672,0,1,2,0,0,0.0
44936,250672,71,86,125,7,2,82.55
45789,250672,71,89,122,8,1,79.77
44936,247462,0,2,2,0,0,0.0
47270,247462,67,59,75,6,2,113.55
45789,247462,128,109,157,11,5,117.43
45224,247462,72,40,46,4,7,180.0
44111,247462,75,31,36,9,4,241.93
47270,247470,91,65,100,13,1,140.0
44936,247470,62,45,67,9,2,137.77
46788,247470,21,23,23,3,0,91.3
45797,247470,12,7,11,1,1,171.42
47270,247478,74,69,128,9,2,107.24
44936,247478,92,70,194,14,2,131.42
45789,247478,48,63,114,5,0,76.19
45224,247478,17,19,30,1,1,89.47
46788,247478,1,3,6,0,0,33.33
44111,247478,22,26,26,1,1,84.61
45797,247478,1,6,9,0,0,16.66
46774,247478,7,7,15,1,0,100.0
45396,247478,8,12,23,0,0,66.66
45963,247478,0,6,8,0,0,0.0
46592,247478,7,8,11,1,0,87.5
47270,247482,59,65,79,7,1,90.76
44936,247482,0,5,2,0,0,0.0
45789,247482,86,110,187,4,0,78.18
45224,247482,31,51,79,1,0,60.78
44111,247482,0,1,2,0,0,0.0
45797,247482,5,16,23,0,0,31.25
46774,247482,13,24,23,1,0,54.16
45396,247482,0,1,2,0,0,0.0
46750,247482,4,8,18,1,0,50.0
46592,247482,0,1,2,0,0,0.0
45963,247482,1,9,8,0,0,11.11
44936,247488,0,3,1,0,0,0.0
47270,247488,41,45,56,6,0,91.11
45789,247488,66,86,138,8,0,76.74
45224,247488,6,15,19,1,0,40.0
46788,247488,47,44,61,3,1,106.81
47270,247490,12,24,26,1,0,50.0
44936,247490,15,39,73,1,0,38.46
45789,247490,32,36,41,5,0,88.88
45797,247490,7,29,40,0,0,24.13
46788,247490,1,7,11,0,0,14.28
44111,247490,12,26,19,0,1,46.15
45224,247490,56,59,85,1,2,94.91
46774,247490,17,23,32,0,0,73.91
46569,247490,1,5,4,0,0,20.0
45963,247490,9,32,28,0,0,28.12
46592,247490,8,11,10,1,0,72.72
44936,247493,146,130,195,12,5,112.3
47270,247493,7,22,35,0,0,31.81
45789,247493,81,86,127,6,1,94.18
45224,247493,61,40,70,4,3,152.5
44111,247493,52,23,32,2,5,226.08
47270,247497,1,12,7,0,0,8.33
44936,247497,0,6,10,0,0,0.0
45789,247497,22,54,77,1,1,40.74
45224,247497,60,100,139,2,1,60.0
46788,247497,37,57,73,2,0,64.91
44111,247497,16,21,21,1,0,76.19
46774,247497,21,26,38,0,1,80.76
45396,247497,17,17,25,1,0,100.0
46750,247497,8,8,6,1,0,100.0
44936,247500,42,35,45,8,0,120.0
47270,247500,89,58,100,13,0,153.44
45789,247500,17,25,54,2,0,68.0
47270,247506,2,5,10,0,0,40.0
44936,247506,15,34,39,3,0,44.11
45789,247506,5,9,12,1,0,55.55
45224,247506,39,49,77,6,0,79.59
46788,247506,0,2,4,0,0,0.0
44111,247506,0,1,1,0,0,0.0
45797,247506,49,91,151,4,1,53.84
45396,247506,3,8,14,0,0,37.5
46774,247506,5,13,15,1,0,38.46
46569,247506,8,41,45,1,0,19.51
45963,247506,6,10,18,1,0,60.0
47711,293072,52,84,97,5,0,61.9
44936,293072,40,35,47,6,0,114.28
45789,293072,46,47,61,2,1,97.87
45224,293072,2,4,4,0,0,50.0
45797,293072,18,13,10,2,0,138.46
44111,293072,2,3,4,0,0,66.66
44936,293076,24,37,56,3,0,64.86
47711,293076,44,55,88,6,0,80.0
45789,293076,91,116,142,6,0,78.44
45224,293076,5,7,6,1,0,71.42
44932,293076,11,15,11,2,0,73.33
44111,293076,23,30,30,1,0,76.66
45396,293076,16,15,19,2,0,106.66
46945,293076,17,22,38,1,0,77.27
47711,293077,82,126,163,7,1,65.07
44936,293077,0,6,14,0,0,0.0
45789,293077,2,6,7,0,0,33.33
45224,293077,17,28,33,3,0,60.71
44932,293077,40,59,76,3,0,67.79
44111,293077,55,55,57,4,1,100.0
45396,293077,17,19,24,2,0,89.47
46569,293077,1,3,4,0,0,33.33
44936,293078,15,35,51,2,0,42.85
47711,293078,0,5,6,0,0,0.0
45789,293078,0,6,8,0,0,0.0
45224,293078,56,67,103,3,2,83.58
44932,293078,0,1,2,0,0,0.0
45797,293078,61,61,73,5,2,100.0
44111,293078,11,9,14,1,0,122.22
45396,293078,1,2,4,0,0,50.0
47270,300486,50,57,80,7,0,87.71
44098,300486,0,3,2,0,0,0.0
44089,300486,51,99,135,6,0,51.51
44936,300486,63,85,95,5,0,74.11
44932,300486,3,9,10,0,0,33.33
46774,300486,16,17,38,1,0,94.11
46945,300486,17,13,10,3,0,130.76
47270,300487,96,99,113,11,2,96.96
45224,300487,111,100,160,16,2,111.0
44932,300487,24,31,60,3,0,77.41
44936,300487,0,5,5,0,0,0.0
47270,300488,24,30,60,4,0,80.0
44089,300488,32,33,40,3,1,96.96
46248,300488,97,104,129,8,4,93.26
44936,300488,107,89,131,8,6,120.22
46774,300488,8,5,5,1,0,160.0
46945,300488,6,9,9,0,0,66.66
47693,300488,4,7,11,0,0,57.14
44932,300488,6,8,10,0,0,75.0
46538,300488,23,11,11,0,2,209.09
46592,300488,1,2,2,0,0,50.0
47663,300488,2,3,6,0,0,66.66
45224,299006,102,128,180,11,1,79.68
47270,299006,34,43,78,5,0,79.06
45789,299006,8,11,14,1,0,72.72
44936,299006,103,95,125,9,3,108.42
45797,299006,1,5,7,0,0,20.0
44111,299006,14,16,25,1,0,87.5
46774,299006,5,5,4,0,0,100.0
47270,299007,65,96,172,5,0,67.7
45224,299007,0,1,5,0,0,0.0
45789,299007,0,5,7,0,0,0.0
44936,299007,35,51,78,4,0,68.62
45797,299007,8,19,25,0,0,42.1
44111,299007,14,23,34,1,0,60.86
46774,299007,37,46,72,2,1,80.43
46248,299007,31,28,37,3,1,110.71
44149,299007,9,9,23,1,0,100.0
45963,299007,12,15,22,1,0,80.0
46592,299007,9,8,14,1,0,112.5
45224,299008,19,26,39,4,0,73.07
47270,299008,48,68,145,5,0,70.58
45789,299008,13,32,29,2,0,40.62
44936,299008,17,28,23,2,0,60.71
45797,299008,42,74,81,0,2,56.75
44111,299008,17,38,39,0,0,44.73
46248,299008,12,9,24,2,0,133.33
46774,299008,1,4,3,0,0,25.0
44149,299008,7,10,19,0,0,70.0
45963,299008,4,6,9,0,0,66.66
46592,299008,0,1,1,0,0,0.0
47270,299009,81,103,174,7,0,78.64
45224,299009,39,35,50,7,0,111.42
46774,299009,90,84,114,9,1,107.14
45789,299009,6,6,8,1,0,100.0
44936,299009,1,1,1,0,0,100.0
45224,299010,54,61,86,10,0,88.52
47270,299010,0,1,4,0,0,0.0
45789,299010,86,130,182,4,1,66.15
44936,299010,17,21,24,2,0,80.95
44932,299010,44,64,54,3,1,68.75
44111,299010,5,7,10,0,0,71.42
46774,299010,2,4,6,0,0,50.0
46248,299010,5,9,19,0,0,55.55
44149,299010,0,2,7,0,0,0.0
46569,299010,3,3,7,0,0,100.0
46592,299010,3,2,2,0,0,150.0
47711,298796,0,4,3,0,0,0.0
47270,298796,44,64,117,4,0,68.75
45789,298796,1,15,20,0,0,6.66
44936,298796,87,103,148,9,0,84.46
44932,298796,46,59,85,3,1,77.96
44111,298796,35,37,64,3,0,94.59
46774,298796,6,5,7,1,0,120.0
46248,298796,0,2,4,0,0,0.0
44149,298796,6,6,12,0,0,100.0
46569,298796,10,5,8,2,0,200.0
45224,298797,0,2,2,0,0,0.0
47270,298797,0,7,16,0,0,0.0
45789,298797,26,60,102,2,0,43.33
44936,298797,8,13,21,2,0,61.53
44932,298797,23,32,48,3,0,71.87
44111,298797,48,81,91,2,0,59.25
46774,298797,52,75,97,4,0,69.33
46248,298797,6,10,13,1,0,60.0
44149,298797,8,6,16,1,0,133.33
46569,298797,30,13,16,3,2,230.76
45963,298797,2,2,6,0,0,100.0
47270,298798,51,74,121,3,0,68.91
45224,298798,119,101,138,10,7,117.82
45789,298798,30,49,71,4,0,61.22
44936,298798,2,12,9,0,0,16.66
44932,298798,1,6,5,0,0,16.66
44111,298798,26,25,42,4,0,104.0
46774,298798,4,6,4,1,0,66.66
47270,298805,1,3,3,0,0,33.33
44936,298805,2,9,15,0,0,22.22
45789,298805,24,43,65,3,0,55.81
44932,298805,79,88,148,9,1,89.77
46681,298805,23,28,42,1,0,82.14
44111,298805,26,35,47,2,0,74.28
47270,298806,86,107,146,11,0,80.37
45224,298806,5,10,14,1,0,50.0
45789,298806,7,8,10,1,0,87.5
44936,298806,45,59,79,7,1,76.27
