player,mat,overs,M,runs,wicket,econ,_0s,_4s,_6s,wide,no_ball
45789,64906,3.0,0,31,0,-99.0,3,4,0,0,0
46774,66199,6.0,1,15,1,-99.0,28,1,0,2,0
45963,66199,7.0,0,17,3,-99.0,34,2,0,2,1
46592,66199,9.0,2,19,3,-99.0,46,2,0,1,1
45821,66199,3.0,1,12,0,-99.0,13,2,0,0,0
44091,66199,-99.0,0,23,3,-99.0,26,3,0,0,0
46774,64862,6.0,2,9,1,-99.0,31,1,0,0,0
46569,64862,6.0,1,18,2,-99.0,29,3,0,2,0
46592,64862,6.0,1,15,3,-99.0,26,1,0,0,0
45821,64862,-99.0,2,9,3,-99.0,29,0,1,0,1
46774,64863,10.0,2,26,4,-99.0,47,3,0,1,0
46569,64863,7.0,0,36,0,-99.0,26,5,0,4,0
46592,64863,10.0,3,25,0,-99.0,46,2,0,1,0
45821,64863,-99.0,0,35,1,-99.0,30,5,0,1,0
45789,64863,6.0,1,21,2,-99.0,25,1,1,2,0
46750,64863,2.0,0,7,0,-99.0,6,0,0,0,0
46774,64865,10.0,0,40,2,-99.0,33,2,0,1,0
46569,64865,6.0,0,63,0,-99.0,15,8,3,2,0
46592,64865,7.0,0,51,0,-99.0,15,7,0,0,0
45789,64865,7.0,0,37,1,-99.0,19,3,0,2,0
45821,64865,8.0,0,51,0,-99.0,21,4,2,0,0
46750,64865,6.0,0,45,0,-99.0,14,5,0,0,0
47270,64865,1.0,0,6,0,-99.0,2,0,0,0,0
46774,64866,10.0,2,47,0,-99.0,34,3,2,0,0
46592,64866,7.0,1,41,0,-99.0,26,4,1,2,1
46569,64866,10.0,0,60,0,-99.0,23,4,1,0,0
45821,64866,8.0,0,42,1,-99.0,21,3,0,0,1
46750,64866,3.0,0,22,0,-99.0,6,3,0,0,0
45789,64866,4.0,0,39,0,-99.0,4,3,1,0,0
47270,64866,8.0,0,52,1,-99.0,13,3,1,2,0
46774,64867,10.0,0,33,0,-99.0,35,1,0,0,1
46592,64867,10.0,1,41,2,-99.0,40,3,0,1,0
46569,64867,10.0,1,42,2,-99.0,36,2,1,3,0
45821,64867,9.0,0,39,2,-99.0,30,5,0,0,0
46750,64867,8.0,0,42,0,-99.0,28,4,1,0,0
45789,64867,3.0,0,24,0,-99.0,7,2,1,0,0
46774,64868,8.0,0,42,0,-99.0,30,3,1,3,1
46592,64868,10.0,1,45,3,-99.0,36,5,0,2,3
45821,64868,8.0,0,55,1,-99.0,25,7,1,0,0
46569,64868,-99.0,1,45,0,-99.0,26,4,2,3,0
44091,64868,7.0,0,41,0,-99.0,16,1,2,0,0
45789,64868,5.0,0,20,1,-99.0,17,2,0,0,0
46774,64869,-99.0,1,8,0,-99.0,-99,-99,-99,0,2
46569,64869,5.0,0,38,0,-99.0,-99,-99,-99,2,0
45789,64869,5.0,0,45,1,-99.0,-99,-99,-99,0,0
46592,64869,6.0,0,48,0,-99.0,-99,-99,-99,1,0
46248,64869,5.0,0,21,0,-99.0,-99,-99,-99,2,0
44091,64869,7.0,0,49,1,-99.0,-99,-99,-99,0,0
47270,64869,-99.0,0,36,1,-99.0,-99,-99,-99,1,0
46774,64872,10.0,2,33,0,-99.0,39,3,0,0,0
46569,64872,10.0,0,60,1,-99.0,33,6,2,1,0
46592,64872,10.0,1,63,2,-99.0,27,4,3,0,0
45821,64872,8.0,0,39,0,-99.0,26,3,0,0,2
45789,64872,5.0,0,32,0,-99.0,11,4,0,0,0
44091,64872,6.0,0,35,1,-99.0,10,2,0,1,0
46774,64875,7.0,0,36,1,-99.0,25,4,0,0,2
46592,64875,7.0,1,47,3,-99.0,20,3,2,1,1
45821,64875,6.0,0,30,2,-99.0,25,1,2,0,1
46248,64875,7.0,0,41,1,-99.0,19,3,1,1,0
44091,64875,5.0,0,25,0,-99.0,13,1,1,0,0
45789,64875,1.0,0,8,0,-99.0,2,1,0,0,0
46774,64877,7.0,0,37,1,-99.0,25,4,0,0,4
46592,64877,10.0,0,44,1,-99.0,38,6,0,0,0
45821,64877,7.0,2,27,0,-99.0,30,4,0,1,0
46248,64877,9.0,0,33,1,-99.0,29,1,0,1,1
45789,64877,4.0,0,15,0,-99.0,14,1,0,1,0
46750,64877,9.0,0,28,1,-99.0,34,1,0,1,0
46774,64902,10.0,1,47,1,-99.0,34,3,1,0,0
44682,64902,8.0,0,42,1,-99.0,29,5,0,1,0
46592,64902,9.0,0,46,2,-99.0,28,4,0,0,1
45821,64902,10.0,0,52,1,-99.0,30,3,0,2,1
44091,64902,5.0,0,31,1,-99.0,8,0,1,1,0
45789,64902,7.0,0,35,0,-99.0,18,1,0,3,2
46774,64903,10.0,1,35,1,-99.0,40,4,0,0,2
44682,64903,8.0,0,46,0,-99.0,23,4,1,1,0
46592,64903,10.0,1,50,2,-99.0,35,6,0,1,0
45821,64903,8.0,0,26,1,-99.0,30,1,0,0,1
44091,64903,8.0,0,30,0,-99.0,22,0,0,0,0
45789,64903,6.0,1,20,3,-99.0,24,0,0,0,1
46774,64904,9.0,2,22,1,-99.0,44,2,0,0,4
44682,64904,3.0,0,19,1,-99.0,12,4,0,1,0
46592,64904,4.0,0,16,0,-99.0,14,1,0,0,0
45789,64904,6.0,1,20,0,-99.0,23,1,0,0,1
44091,64904,-99.0,0,46,1,-99.0,32,4,0,2,0
45821,64904,9.0,0,36,2,-99.0,34,3,0,2,2
44932,64904,7.0,0,28,1,-99.0,20,0,0,2,0
46774,64905,-99.0,1,24,0,-99.0,31,2,0,0,1
45789,64905,9.0,0,49,0,-99.0,32,7,0,1,0
45821,64905,6.0,0,38,0,-99.0,15,4,0,1,0
46592,64905,8.0,0,39,1,-99.0,26,4,0,0,0
44091,64905,8.0,0,36,0,-99.0,25,2,1,0,0
46750,64905,3.0,0,22,1,-99.0,7,2,0,0,0
44932,64905,5.0,0,24,0,-99.0,14,1,0,0,1
46774,64906,10.0,0,58,2,-99.0,29,4,1,0,2
46592,64906,6.0,1,36,0,-99.0,19,4,0,0,0
45963,64906,7.0,0,31,3,-99.0,23,2,0,1,0
47270,64906,7.0,0,48,1,-99.0,17,3,0,4,0
44091,64906,9.0,1,41,0,-99.0,27,3,0,1,0
45821,64906,6.0,0,42,1,-99.0,14,4,0,2,2
44932,64906,2.0,0,10,0,-99.0,5,1,0,0,0
45789,64906,3.0,0,31,0,-99.0,3,4,0,0,0
46774,66199,6.0,1,15,1,-99.0,28,1,0,2,0
45963,66199,7.0,0,17,3,-99.0,34,2,0,2,1
46592,66199,9.0,2,19,3,-99.0,46,2,0,1,1
45821,66199,3.0,1,12,0,-99.0,13,2,0,0,0
44091,66199,-99.0,0,23,3,-99.0,26,3,0,0,0
46774,66206,10.0,0,56,2,-99.0,33,4,2,0,1
45963,66206,-99.0,2,41,0,-99.0,33,8,0,1,1
46592,66206,5.0,0,26,2,-99.0,17,2,0,1,1
45821,66206,10.0,1,32,0,-99.0,40,2,0,1,2
45789,66206,6.0,1,32,0,-99.0,19,2,1,2,0
44091,66206,10.0,0,52,1,-99.0,28,1,2,2,0
46774,64922,8.0,3,19,1,-99.0,40,3,0,0,0
46592,64922,7.0,0,29,1,-99.0,29,5,0,0,0
46569,64922,5.0,2,13,1,-99.0,25,2,0,1,0
45797,64922,3.0,0,25,0,-99.0,8,4,0,0,0
44091,64922,1.0,0,8,0,-99.0,4,2,0,0,0
45789,64922,-99.0,0,7,0,-99.0,4,1,0,0,0
46774,64924,10.0,1,52,1,-99.0,34,5,1,0,0
46592,64924,10.0,0,51,1,-99.0,29,4,0,1,0
46569,64924,10.0,0,54,1,-99.0,31,5,1,0,0
45396,64924,10.0,0,50,1,-99.0,27,3,0,0,2
47270,64924,2.0,0,10,0,-99.0,5,0,0,2,0
45789,64924,4.0,0,24,0,-99.0,9,2,0,1,0
45797,64924,4.0,0,26,0,-99.0,8,2,0,0,0
46774,64925,10.0,0,44,1,-99.0,37,3,2,0,1
46592,64925,10.0,0,58,3,-99.0,29,5,1,0,1
46569,64925,10.0,0,49,3,-99.0,27,3,0,0,1
44091,64925,10.0,0,42,1,-99.0,26,2,0,0,0
45789,64925,7.0,0,45,0,-99.0,14,5,0,0,0
45797,64925,1.0,0,10,0,-99.0,0,1,0,0,0
47270,64925,2.0,0,9,0,-99.0,4,0,0,1,0
46774,64926,10.0,0,35,2,-99.0,39,3,0,1,0
46592,64926,9.0,1,29,3,-99.0,35,2,0,1,0
46569,64926,6.0,0,27,1,-99.0,21,4,0,0,0
45789,64926,6.0,0,36,1,-99.0,15,2,1,3,0
45797,64926,2.0,0,9,0,-99.0,4,0,0,0,0
44091,64926,-99.0,0,41,2,-99.0,32,2,3,1,0
46774,64927,10.0,1,35,1,-99.0,32,0,0,1,0
46592,64927,10.0,0,61,0,-99.0,27,5,0,2,1
45789,64927,10.0,0,62,2,-99.0,26,6,1,0,1
46569,64927,10.0,0,69,1,-99.0,18,3,2,2,0
44091,64927,8.0,0,54,1,-99.0,14,1,3,0,0
47270,64927,2.0,0,17,0,-99.0,3,2,0,1,0
46774,64929,10.0,1,36,1,-99.0,38,4,0,0,2
46592,64929,9.0,2,47,2,-99.0,33,5,1,3,0
46569,64929,10.0,1,60,2,-99.0,32,8,1,1,0
45396,64929,-99.0,1,52,3,-99.0,33,4,2,2,1
44091,64929,10.0,0,34,1,-99.0,38,0,2,1,0
45789,64929,1.0,0,11,0,-99.0,1,2,0,0,0
45396,64932,-99.0,1,29,3,-99.0,32,4,0,3,0
46592,64932,10.0,0,42,3,-99.0,41,4,1,3,0
46248,64932,6.0,1,23,2,-99.0,27,3,0,4,0
44091,64932,9.0,1,21,1,-99.0,39,2,0,0,0
44024,64932,2.0,0,6,0,-99.0,8,0,0,0,0
45797,64932,3.0,0,5,0,-99.0,13,0,0,0,0
45396,64934,9.0,2,27,1,-99.0,38,1,0,5,0
45963,64934,8.0,0,41,0,-99.0,27,4,0,4,2
46248,64934,7.0,0,27,2,-99.0,28,4,0,0,0
45797,64934,6.0,1,20,0,-99.0,22,1,0,0,1
44091,64934,10.0,0,46,2,-99.0,33,3,1,0,0
44024,64934,10.0,0,36,2,-99.0,33,2,0,0,0
45963,64936,10.0,0,40,2,-99.0,37,2,0,3,3
48112,64936,10.0,1,46,2,-99.0,39,6,0,3,0
45797,64936,6.0,2,17,0,-99.0,25,0,0,4,0
46248,64936,8.0,0,54,1,-99.0,21,6,0,1,3
44091,64936,10.0,2,23,0,-99.0,40,0,0,1,0
44024,64936,6.0,0,22,1,-99.0,18,1,0,0,0
46774,208811,9.0,0,51,1,-99.0,29,6,0,2,2
46592,208811,10.0,2,46,4,-99.0,39,4,2,0,0
45963,208811,-99.0,2,41,2,-99.0,36,4,0,3,1
46569,208811,9.0,0,43,2,-99.0,29,3,0,2,0
45789,208811,5.0,0,26,0,-99.0,15,2,0,2,0
47270,208811,6.0,0,40,0,-99.0,12,0,2,0,2
46774,208835,10.0,2,28,2,-99.0,45,3,0,0,2
46592,208835,10.0,2,33,1,-99.0,39,3,0,0,0
45963,208835,10.0,0,33,2,-99.0,40,3,0,2,0
46569,208835,10.0,4,26,0,-99.0,44,2,0,0,0
45789,208835,5.0,0,14,1,-99.0,19,1,0,0,0
47270,208835,1.0,0,7,0,-99.0,1,0,0,0,0
45797,208835,4.0,1,9,1,-99.0,19,1,0,0,0
46774,209027,10.0,0,67,0,-99.0,29,2,3,1,3
46592,209027,10.0,0,45,2,-99.0,36,1,0,0,4
46569,209027,10.0,0,42,3,-99.0,34,3,0,0,0
45963,209027,-99.0,0,62,5,-99.0,26,6,0,0,5
45789,209027,-99.0,0,2,0,-99.0,5,0,0,0,0
45797,209027,-99.0,0,47,0,-99.0,16,2,1,1,0
47270,209027,2.0,0,7,0,-99.0,6,0,0,0,0
46774,209297,7.0,0,37,0,-99.0,25,2,0,1,4
46592,209297,8.0,1,34,3,-99.0,34,4,1,0,0
46569,209297,10.0,2,42,1,-99.0,33,3,0,1,0
45963,209297,8.0,0,42,2,-99.0,22,3,0,0,2
45396,209297,9.0,0,42,1,-99.0,24,3,0,0,0
45789,209297,8.0,0,32,1,-99.0,22,1,0,0,0
46774,209339,4.0,1,20,1,-99.0,14,3,0,0,0
45963,209339,3.0,0,28,0,-99.0,7,3,1,1,0
46569,209339,4.0,0,32,2,-99.0,9,3,1,0,0
45396,209339,4.0,0,21,2,-99.0,9,1,0,0,1
45789,209339,2.0,0,8,0,-99.0,5,0,0,0,0
46681,209339,3.0,0,23,1,-99.0,5,1,1,0,0
46774,222857,10.0,2,43,1,-99.0,40,6,0,0,0
46592,222857,4.0,0,19,1,-99.0,16,3,0,0,2
45963,222857,10.0,1,48,0,-99.0,37,4,1,1,0
46569,222857,9.0,0,42,3,-99.0,31,3,1,0,0
45789,222857,9.0,1,45,2,-99.0,30,5,0,2,0
44091,222857,6.0,0,32,0,-99.0,16,1,1,1,0
45797,222857,2.0,0,8,0,-99.0,6,0,0,0,0
46774,223335,7.0,0,36,0,-99.0,25,3,1,0,0
46592,223335,10.0,1,29,3,-99.0,44,3,0,1,0
46569,223335,9.0,1,32,1,-99.0,36,3,0,3,0
45963,223335,-99.0,3,35,3,-99.0,32,4,1,0,1
45797,223335,6.0,0,19,1,-99.0,25,2,0,0,0
44091,223335,8.0,0,26,2,-99.0,31,2,0,1,0
46774,223542,10.0,0,23,0,-99.0,47,1,0,5,0
46592,223542,10.0,0,37,3,-99.0,37,3,0,0,0
46569,223542,10.0,2,47,2,-99.0,36,5,1,0,0
45963,223542,10.0,0,76,1,-99.0,24,9,1,0,2
45797,223542,7.0,0,40,0,-99.0,18,5,0,0,0
47270,223542,3.0,0,15,0,-99.0,7,0,0,3,0
46774,224227,8.0,1,34,1,-99.0,36,6,0,1,2
46592,224227,-99.0,0,49,1,-99.0,31,5,2,1,0
46569,224227,9.0,0,46,1,-99.0,36,4,2,4,0
45963,224227,9.0,2,36,2,-99.0,32,4,0,0,1
45396,224227,10.0,1,23,4,-99.0,45,0,0,1,1
45789,224227,5.0,0,24,0,-99.0,13,2,0,0,0
46774,225959,10.0,1,37,2,-99.0,38,3,0,0,2
46592,225959,10.0,1,62,2,-99.0,37,6,3,1,0
46569,225959,10.0,2,45,2,-99.0,41,6,1,0,1
45963,225959,8.0,0,34,0,-99.0,29,3,0,1,0
44149,225959,6.0,0,31,1,-99.0,19,4,0,0,0
45789,225959,6.0,0,36,0,-99.0,17,2,1,2,0
46774,226315,6.0,3,10,1,-99.0,32,2,0,0,0
46592,226315,8.0,1,32,0,-99.0,32,5,0,1,0
46569,226315,5.0,0,31,0,-99.0,18,4,1,1,0
44149,226315,8.0,1,47,0,-99.0,23,6,0,0,1
45396,226315,6.0,0,23,0,-99.0,20,1,0,0,0
46681,226315,-99.0,0,28,1,-99.0,5,5,0,0,0
46774,226358,10.0,4,25,3,-99.0,48,3,0,3,0
46569,226358,10.0,1,35,1,-99.0,42,4,0,1,0
45396,226358,-99.0,0,36,3,-99.0,28,6,0,3,0
45963,226358,8.0,1,33,1,-99.0,31,3,0,1,0
45789,226358,4.0,0,20,1,-99.0,14,2,0,0,1
44149,226358,5.0,0,21,1,-99.0,12,1,0,0,0
46248,226358,2.0,0,13,0,-99.0,7,2,0,0,0
46774,226359,9.0,1,49,1,-99.0,37,7,1,2,0
46592,226359,10.0,0,53,1,-99.0,34,7,0,0,0
46569,226359,10.0,2,35,2,-99.0,44,5,0,1,0
45963,226359,-99.0,1,38,1,-99.0,34,5,0,2,1
44149,226359,6.0,0,24,0,-99.0,21,2,0,0,0
45396,226359,4.0,0,19,0,-99.0,17,3,0,0,0
46774,226375,10.0,2,30,3,-99.0,41,1,0,0,0
45888,226375,9.0,1,43,1,-99.0,40,3,1,2,4
45396,226375,-99.0,1,43,3,-99.0,36,3,0,1,0
48112,226375,10.0,2,64,1,-99.0,35,6,3,0,0
45789,226375,6.0,0,23,0,-99.0,20,0,0,0,0
47270,226375,5.0,0,19,0,-99.0,12,0,0,0,0
46774,226383,10.0,1,39,1,-99.0,36,2,0,1,1
45888,226383,8.0,0,61,1,-99.0,23,7,1,5,0
45396,226383,10.0,0,58,0,-99.0,28,4,0,1,3
48112,226383,9.0,0,49,1,-99.0,28,6,0,2,1
44149,226383,10.0,0,49,2,-99.0,25,4,0,0,0
47270,226383,3.0,0,14,0,-99.0,8,1,0,0,0
46774,226376,10.0,2,31,2,-99.0,39,2,0,1,0
47492,226376,5.0,0,58,1,-99.0,15,10,0,2,7
45396,226376,-99.0,0,35,4,-99.0,36,3,0,1,0
45888,226376,6.0,0,35,0,-99.0,21,4,0,2,0
44149,226376,10.0,0,47,0,-99.0,23,2,0,0,0
47693,226376,5.0,0,21,2,-99.0,20,2,0,1,0
47270,226376,4.0,0,15,1,-99.0,13,0,0,2,0
46774,226384,10.0,1,51,2,-99.0,32,6,0,1,0
45963,226384,10.0,0,62,0,-99.0,27,4,2,1,1
47693,226384,10.0,1,37,2,-99.0,35,2,0,0,1
45396,226384,10.0,1,38,2,-99.0,37,2,0,1,0
44149,226384,9.0,0,53,0,-99.0,14,2,0,2,0
47270,226384,1.0,0,7,0,-99.0,0,0,0,0,0
46774,226385,10.0,3,17,2,-99.0,46,1,0,0,0
45963,226385,10.0,0,50,1,-99.0,37,3,2,1,2
45396,226385,9.0,0,48,0,-99.0,30,5,0,0,0
47693,226385,-99.0,0,66,1,-99.0,22,8,2,0,0
47270,226385,10.0,0,30,3,-99.0,40,2,0,2,0
46774,226377,10.0,2,20,0,-99.0,46,0,0,0,0
45963,226377,6.0,0,50,0,-99.0,14,4,1,1,2
45396,226377,10.0,0,56,1,-99.0,27,5,0,1,0
47693,226377,10.0,0,82,2,-99.0,23,13,0,1,0
47270,226377,10.0,0,59,1,-99.0,20,2,1,1,0
44149,226377,4.0,0,12,1,-99.0,14,0,0,0,0
47693,226378,10.0,0,76,1,-99.0,27,9,1,1,0
48112,226378,4.0,0,42,0,-99.0,9,6,0,2,0
45396,226378,10.0,0,69,1,-99.0,23,8,0,1,0
45963,226378,6.0,0,49,1,-99.0,14,7,0,2,1
47270,226378,10.0,0,52,1,-99.0,20,2,0,2,0
44149,226378,10.0,0,52,1,-99.0,20,1,0,0,0
46774,226386,10.0,0,35,1,-99.0,36,2,0,2,0
47492,226386,3.0,0,32,0,-99.0,12,3,1,0,4
45396,226386,10.0,0,50,3,-99.0,35,2,1,3,0
45963,226386,10.0,0,47,2,-99.0,31,4,0,2,0
47693,226386,9.0,1,41,2,-99.0,27,3,0,2,0
47270,226386,3.0,0,19,0,-99.0,6,1,0,1,0
44149,226386,5.0,0,25,1,-99.0,11,1,0,0,0
46774,238196,10.0,1,23,3,-99.0,45,2,0,0,0
46592,238196,9.0,3,42,2,-99.0,38,3,2,3,0
46569,238196,10.0,0,62,0,-99.0,34,6,2,4,0
45396,238196,8.0,0,36,1,-99.0,25,2,0,0,0
46750,238196,7.0,0,36,0,-99.0,15,2,0,0,0
47270,238196,3.0,0,24,0,-99.0,4,1,1,1,0
46774,238197,7.0,4,9,0,-99.0,37,1,0,1,0
46592,238197,-99.0,4,22,6,-99.0,46,2,0,0,0
46569,238197,8.0,2,30,3,-99.0,36,5,0,1,0
45396,238197,5.0,1,15,0,-99.0,22,0,1,0,0
46750,238197,5.0,1,16,1,-99.0,20,2,0,0,0
46774,238198,10.0,1,45,2,-99.0,37,4,1,0,0
46592,238198,9.0,0,56,1,-99.0,24,4,1,0,0
47539,238198,8.0,0,59,0,-99.0,22,4,2,4,3
45396,238198,9.0,1,39,1,-99.0,28,2,1,0,0
46750,238198,10.0,1,39,0,-99.0,29,1,0,1,0
47270,238198,4.0,0,15,0,-99.0,10,0,0,1,0
46774,238199,5.0,2,22,0,-99.0,22,3,0,0,1
46592,238199,10.0,1,50,1,-99.0,41,9,0,0,0
45396,238199,-99.0,1,52,2,-99.0,33,6,1,0,0
47539,238199,10.0,1,34,3,-99.0,40,3,0,0,2
45789,238199,9.0,0,46,2,-99.0,34,7,0,3,0
45797,238199,4.0,0,17,0,-99.0,13,2,0,0,0
47270,238199,2.0,0,23,0,-99.0,4,0,2,4,0
46592,238200,9.0,0,80,1,-99.0,22,8,3,1,0
45396,238200,10.0,0,80,1,-99.0,26,10,2,0,2
47693,238200,10.0,0,76,0,-99.0,22,6,3,1,1
47539,238200,10.0,1,87,2,-99.0,32,11,1,3,7
47270,238200,4.0,0,29,0,-99.0,5,3,0,0,0
45789,238200,6.0,0,70,0,-99.0,8,4,5,0,0
45797,238200,1.0,0,8,0,-99.0,1,1,0,0,0
46774,255961,10.0,0,29,0,-99.0,41,1,0,1,2
46592,255961,10.0,3,29,1,-99.0,43,3,0,1,0
46569,255961,9.0,0,39,2,-99.0,39,5,0,4,0
45963,255961,10.0,0,49,2,-99.0,31,4,0,2,0
46750,255961,5.0,0,35,0,-99.0,14,2,1,0,0
45789,255961,6.0,1,16,2,-99.0,27,1,0,2,0
46774,259793,10.0,3,28,1,-99.0,47,2,1,0,0
46592,259793,10.0,0,33,2,-99.0,39,3,0,0,0
45789,259793,6.0,2,22,2,-99.0,30,5,0,1,0
45396,259793,-99.0,1,23,3,-99.0,41,2,0,4,0
45797,259793,5.0,1,16,0,-99.0,21,0,1,0,0
46750,259793,10.0,0,27,2,-99.0,41,1,0,2,0
46569,257470,8.0,1,41,2,-99.0,30,4,1,2,1
47693,257470,8.0,0,43,0,-99.0,27,4,0,0,3
45963,257470,8.0,2,34,0,-99.0,30,3,0,1,0
45396,257470,9.0,0,29,0,-99.0,30,1,0,0,0
47539,257470,8.0,0,33,2,-99.0,28,3,0,1,0
44932,257470,6.0,1,35,0,-99.0,14,3,0,0,0
45797,257470,3.0,0,17,0,-99.0,7,2,0,0,0
46774,249746,6.0,1,18,1,-99.0,27,1,0,1,1
46592,249746,6.0,0,35,0,-99.0,21,6,0,0,0
46569,249746,6.0,2,15,1,-99.0,31,3,0,1,0
45396,249746,4.0,0,25,1,-99.0,15,5,0,1,0
45789,249746,7.0,0,28,3,-99.0,26,2,0,1,0
46750,249746,-99.0,0,34,2,-99.0,26,2,0,0,0
47270,249746,8.0,0,32,1,-99.0,26,1,0,3,0
46774,249751,10.0,0,21,2,-99.0,47,1,0,1,1
46592,249751,9.0,1,24,2,-99.0,42,2,0,1,1
46569,249751,9.0,1,41,3,-99.0,35,6,0,0,0
45789,249751,8.0,0,34,1,-99.0,29,3,0,1,0
45797,249751,-99.0,0,16,1,-99.0,10,1,0,2,0
46774,249754,7.0,0,20,2,-99.0,31,2,0,0,2
46592,249754,6.0,2,21,5,-99.0,29,2,1,1,0
46569,249754,6.0,0,23,0,-99.0,27,2,0,4,0
45963,249754,6.0,2,20,3,-99.0,29,4,0,0,0
46774,249758,5.0,0,34,0,-99.0,17,4,1,1,0
46592,249758,7.0,0,49,1,-99.0,21,7,0,1,1
46569,249758,10.0,1,60,0,-99.0,35,8,1,2,1
47270,249758,10.0,0,43,1,-99.0,33,5,0,0,0
45789,249758,5.0,0,33,0,-99.0,20,5,1,1,1
46750,249758,7.0,0,36,1,-99.0,21,3,1,1,0
46774,249211,7.0,2,17,2,-99.0,34,2,0,0,0
46592,249211,6.0,0,32,0,-99.0,25,6,0,1,0
45963,249211,4.0,0,26,1,-99.0,13,4,0,0,2
46569,249211,8.0,2,13,4,-99.0,39,1,0,0,0
45789,249211,-99.0,1,3,3,-99.0,22,0,0,0,0
46774,249212,9.0,1,26,4,-99.0,41,2,1,0,0
46592,249212,7.0,2,13,1,-99.0,37,0,1,0,0
45396,249212,-99.0,0,45,3,-99.0,39,6,1,2,0
45963,249212,5.0,0,31,0,-99.0,13,1,2,0,0
45789,249212,8.0,0,29,2,-99.0,30,2,0,2,0
45797,249212,1.0,0,13,0,-99.0,2,1,1,0,0
47270,249212,2.0,0,10,0,-99.0,6,1,0,0,0
46774,249213,10.0,2,23,2,-99.0,49,3,0,0,1
46592,249213,9.0,1,34,2,-99.0,41,6,0,0,1
45789,249213,8.0,1,41,1,-99.0,30,5,1,1,0
46569,249213,7.0,0,40,1,-99.0,31,3,2,2,3
45797,249213,-99.0,0,21,3,-99.0,13,3,0,0,0
46774,249214,10.0,4,17,2,-99.0,50,2,0,0,0
46592,249214,10.0,1,32,3,-99.0,41,0,1,2,0
45789,249214,10.0,1,56,1,-99.0,30,5,1,1,0
46569,249214,10.0,1,34,1,-99.0,41,3,1,0,0
46750,249214,5.0,0,33,0,-99.0,15,6,0,0,0
45797,249214,5.0,0,23,2,-99.0,15,2,0,1,0
46774,250668,10.0,0,46,1,-99.0,41,6,1,1,0
46592,250668,10.0,0,51,3,-99.0,30,2,2,0,0
46569,250668,7.0,1,26,1,-99.0,33,4,0,1,0
45789,250668,5.0,0,34,3,-99.0,18,5,1,2,0
46750,250668,9.0,1,49,1,-99.0,30,4,2,0,0
45797,250668,2.0,0,13,0,-99.0,7,1,1,0,0
46788,250668,2.0,0,3,0,-99.0,9,0,0,0,0
47270,250668,-99.0,0,6,1,-99.0,7,1,0,0,0
46774,250669,10.0,1,53,1,-99.0,35,9,0,0,0
46592,250669,9.0,1,71,0,-99.0,19,7,2,0,0
46569,250669,10.0,0,82,0,-99.0,26,8,4,2,0
45963,250669,9.0,0,61,1,-99.0,27,5,2,1,1
45789,250669,5.0,0,43,0,-99.0,12,6,1,1,0
47270,250669,7.0,0,36,1,-99.0,17,0,2,0,0
46774,250671,10.0,4,13,2,-99.0,53,1,0,1,0
46592,250671,10.0,2,20,1,-99.0,46,2,0,0,0
45396,250671,-99.0,0,29,2,-99.0,23,3,0,0,0
45963,250671,8.0,1,18,1,-99.0,39,2,0,1,1
45789,250671,8.0,1,17,1,-99.0,35,0,0,0,0
45797,250671,3.0,0,9,2,-99.0,14,1,0,2,0
46774,250672,10.0,3,23,5,-99.0,48,1,1,0,0
46592,250672,-99.0,0,31,1,-99.0,30,4,0,1,0
45396,250672,6.0,1,25,1,-99.0,26,3,0,2,0
45963,250672,7.0,0,33,1,-99.0,32,5,0,1,2
45789,250672,6.0,1,19,2,-99.0,25,2,0,0,0
45797,250672,4.0,0,18,0,-99.0,15,1,0,3,0
46774,247462,6.0,3,4,1,-99.0,33,0,0,1,0
46569,247462,6.0,1,19,0,-99.0,28,3,0,0,0
45963,247462,6.0,0,22,1,-99.0,26,4,0,0,0
45396,247462,6.0,1,15,1,-99.0,27,2,0,0,0
47270,247462,8.0,0,32,1,-99.0,30,4,0,0,0
45789,247462,4.0,0,18,0,-99.0,14,2,0,0,1
45797,247462,4.0,0,18,2,-99.0,18,2,1,1,0
46774,247470,10.0,1,25,1,-99.0,45,3,0,0,0
46592,247470,9.0,0,25,0,-99.0,41,2,1,0,1
45396,247470,10.0,2,48,3,-99.0,37,7,0,2,0
45963,247470,10.0,1,48,2,-99.0,41,4,2,3,0
45789,247470,8.0,0,21,0,-99.0,28,0,0,0,0
47270,247470,3.0,0,13,0,-99.0,9,1,0,0,0
46774,247478,10.0,0,83,0,-99.0,26,6,4,2,0
46592,247478,9.0,0,68,1,-99.0,25,10,1,0,0
45963,247478,10.0,0,82,1,-99.0,24,12,1,2,1
45396,247478,10.0,0,60,2,-99.0,29,6,2,0,0
47270,247478,2.0,0,14,0,-99.0,3,0,1,0,0
45789,247478,9.0,0,66,1,-99.0,16,6,2,0,0
46774,247482,8.0,0,46,0,-99.0,26,6,0,0,0
46592,247482,8.0,0,26,2,-99.0,35,3,0,0,0
45963,247482,10.0,1,39,5,-99.0,38,4,0,0,1
45396,247482,-99.0,0,33,1,-99.0,32,0,0,3,0
45789,247482,6.0,0,24,0,-99.0,25,3,0,0,0
46750,247482,5.0,0,22,0,-99.0,12,1,0,1,0
47270,247482,3.0,0,16,0,-99.0,6,1,0,0,0
46774,247488,7.0,2,17,2,-99.0,31,1,0,0,0
46592,247488,7.0,2,14,0,-99.0,36,2,0,2,0
